Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9
2023/02/07,13:10:00,2,23.8,23.82,700.2,42.8,24.5,23.05,97.14,149367.7,1.9,76.7,31.8,31.7,31.7,0,49.97,251.3,248.9,251.4,0,52.3,0.7,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,547.7,547.7,547.7,547.7,530.3,530.3,530.3,530.3,0,0,,,,,,,,,,,7.2,5.6,7.6,0.0,7.2,7.7,7.5,0.0,0,0,,,,,,,,,,,20.8,22.2,,,,,,,,,12.0,12.5,,,,,,,,,547.7,530.3,,,,,,,,
2023/02/07,13:15:00,2,23.5,23.52,696.8,43.0,24.2,22.97,97.11,149369.7,2.0,78.7,31.2,31.1,31.0,0,49.97,252.9,250.1,253.2,0,52.0,0.7,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,542.1,542.1,542.1,542.1,526.7,526.7,526.7,526.7,0,0,,,,,,,,,,,7.3,5.7,7.6,0.0,7.2,7.7,7.5,0.0,0,0,,,,,,,,,,,20.7,22.0,,,,,,,,,11.9,12.3,,,,,,,,,542.1,526.7,,,,,,,,
2023/02/07,13:20:00,2,23.7,23.72,705.7,42.9,24.3,22.88,97.53,149371.6,1.9,80.6,31.5,31.3,31.3,0,50.09,252.0,250.7,253.1,0,51.7,0.6,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,546.8,546.8,546.8,546.8,521.0,521.0,521.0,521.0,0,0,,,,,,,,,,,7.3,5.6,7.6,0.0,7.1,7.7,7.6,0.0,0,0,,,,,,,,,,,20.6,22.4,,,,,,,,,11.9,12.4,,,,,,,,,546.8,521.0,,,,,,,,
2023/02/07,13:25:00,2,23.7,23.72,709.4,42.5,24.3,22.86,97.53,149373.6,2.0,82.6,31.3,31.3,31.3,0,50.04,253.4,251.9,254.1,0,52.3,0.6,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,553.3,553.3,553.3,553.3,523.9,523.9,523.9,523.9,0,0,,,,,,,,,,,7.1,5.5,7.5,0.0,7.1,7.7,7.6,0.0,0,0,,,,,,,,,,,20.4,22.5,,,,,,,,,11.9,12.4,,,,,,,,,553.3,523.9,,,,,,,,
2023/02/07,14:35:00,2,20.5,20.52,719.6,36.2,21.0,19.99,97.62,149399.4,1.7,108.4,26.7,26.7,26.6,0,50.05,257.2,254.8,258.3,0,52.2,0.5,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,566.4,566.4,566.4,566.4,539.4,539.4,539.4,539.4,0,0,,,,,,,,,,,6.2,4.7,6.4,0.0,5.9,6.5,6.5,0.0,0,0,,,,,,,,,,,17.3,18.8,,,,,,,,,10.3,10.7,,,,,,,,,566.4,539.4,,,,,,,,
