Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9,inv_status,timestamp,dc_power_smb/0,dc_power_smb/1
2023/02/07,13:10:00,7,864.0,864.0,572.0,1516.0,867.0,,99.65,9724800.0,100.0,3236.0,1378.0,1438.0,1471.0,0,50.0,350.0,345.0,352.0,0,37.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755600.0,0,0
2023/02/07,13:11:00,7,873.0,873.0,570.0,1537.0,876.0,,99.66,9724900.0,100.0,3251.0,1398.0,1454.0,1491.0,0,50.0,350.0,345.0,351.0,0,37.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755660.0,0,0
2023/02/07,13:12:00,7,868.0,868.0,575.0,1512.0,869.0,,99.88,9725100.0,200.0,3265.0,1388.0,1444.0,1481.0,0,50.0,350.0,344.0,351.0,0,37.0,1.0,0.99,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755720.0,0,0
2023/02/07,13:13:00,7,863.0,863.0,576.0,1503.0,865.0,,99.77,9725200.0,100.0,3280.0,1379.0,1437.0,1473.0,0,50.0,350.0,344.0,351.0,0,37.0,2.0,0.99,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755780.0,0,0
2023/02/07,13:14:00,7,858.0,858.0,575.0,1498.0,861.0,,99.65,9725400.0,200.0,3294.0,1371.0,1430.0,1465.0,0,50.1,350.0,345.0,351.0,0,37.0,3.0,0.99,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755840.0,0,0
2023/02/07,13:15:00,7,863.0,863.0,579.0,1496.0,866.0,,99.65,9725500.0,100.0,3308.0,1380.0,1437.0,1474.0,0,50.0,350.0,344.0,351.0,0,37.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755900.0,0,0
2023/02/07,13:16:00,7,880.0,880.0,573.0,1537.0,880.0,,100.0,9725700.0,200.0,3323.0,1404.0,1460.0,1497.0,0,50.0,350.0,344.0,351.0,0,37.0,0.0,0.99,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755960.0,0,0
2023/02/07,13:17:00,7,894.0,894.0,580.0,1545.0,896.0,,99.78,9725800.0,100.0,3338.0,1430.0,1486.0,1523.0,0,50.0,350.0,344.0,351.0,0,37.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756020.0,0,0
2023/02/07,13:18:00,7,895.0,895.0,579.0,1549.0,896.0,,99.89,9726000.0,200.0,3353.0,1433.0,1487.0,1526.0,0,50.1,350.0,344.0,351.0,0,37.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756080.0,0,0
2023/02/07,13:19:00,7,888.0,888.0,570.0,1563.0,890.0,,99.78,9726100.0,100.0,3367.0,1408.0,1466.0,1502.0,0,50.1,352.0,348.0,354.0,0,37.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756140.0,0,0
