Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9,inv_status,timestamp,dc_power_smb/0,dc_power_smb/1
2023/02/07,13:10:00,1,443.5,443.5,557.0,809.0,451.0,,98.34,2407483.0,12.0,1651.0,714.0,763.0,714.0,0,49.98,367.0,370.0,373.0,0,84.0,7.5,0.95,149.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755600.0,0,0
2023/02/07,13:11:00,1,436.7,436.7,557.0,795.0,444.0,,98.36,2407483.0,0.0,1651.0,709.0,754.0,703.0,0,49.94,367.0,371.0,372.0,0,84.0,7.3,0.95,148.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755660.0,0,0
2023/02/07,13:12:00,1,441.0,441.0,557.0,804.0,448.0,,98.44,2407496.0,13.0,1664.0,718.0,764.0,708.0,0,49.94,368.0,371.0,373.0,0,84.0,7.0,0.95,148.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755720.0,0,0
2023/02/07,13:13:00,1,446.6,446.6,571.0,793.0,454.0,,98.37,2407496.0,0.0,1664.0,727.0,769.0,710.0,0,49.97,367.0,371.0,374.0,0,83.0,7.4,0.95,150.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755780.0,0,0
2023/02/07,13:14:00,1,448.0,448.0,557.0,818.0,455.0,,98.46,2407509.0,13.0,1677.0,728.0,771.0,711.0,0,49.98,367.0,371.0,373.0,0,85.0,7.0,0.95,150.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755840.0,0,0
2023/02/07,13:15:00,1,450.7,450.7,557.0,822.0,458.0,,98.41,2407521.0,12.0,1689.0,728.0,766.0,719.0,0,49.98,367.0,370.0,372.0,0,85.0,7.3,0.95,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755900.0,0,0
2023/02/07,13:16:00,1,447.2,447.2,571.0,809.0,454.0,,98.5,2407521.0,0.0,1689.0,718.0,774.0,717.0,0,50.0,367.0,371.0,373.0,0,84.0,6.8,0.95,148.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755960.0,0,0
2023/02/07,13:17:00,1,444.8,444.8,557.0,811.0,452.0,,98.41,2407534.0,13.0,1702.0,718.0,763.0,719.0,0,50.03,367.0,370.0,372.0,0,85.0,7.2,0.95,150.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756020.0,0,0
2023/02/07,13:18:00,1,444.8,444.8,557.0,811.0,452.0,,98.41,2407534.0,0.0,1702.0,718.0,766.0,714.0,0,50.06,367.0,371.0,373.0,0,84.0,7.2,0.95,151.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756080.0,0,0
2023/02/07,13:19:00,1,449.5,449.5,557.0,820.0,457.0,,98.36,2407546.0,12.0,1714.0,720.0,771.0,717.0,0,50.07,370.0,374.0,376.0,0,84.0,7.5,0.95,150.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756140.0,0,0
2023/02/07,13:20:00,1,449.2,449.2,557.0,818.0,456.0,,98.51,2407559.0,13.0,1727.0,724.0,763.0,711.0,0,50.08,369.0,375.0,375.0,0,84.0,6.8,0.95,148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756200.0,0,0
2023/02/07,13:21:00,1,447.9,447.9,571.0,796.0,455.0,,98.44,2407559.0,0.0,1727.0,721.0,760.0,715.0,0,50.08,370.0,374.0,376.0,0,83.0,7.1,0.95,149.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756260.0,0,0
2023/02/07,13:22:00,1,447.5,447.5,571.0,796.0,455.0,,98.35,2407572.0,13.0,1740.0,708.0,760.0,711.0,0,50.08,371.0,375.0,376.0,0,83.0,7.5,0.95,148.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756320.0,0,0
2023/02/07,13:23:00,1,446.1,446.1,557.0,813.0,453.0,,98.48,2407572.0,0.0,1740.0,714.0,763.0,718.0,0,50.08,370.0,373.0,375.0,0,84.0,6.9,0.95,150.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756380.0,0,0
2023/02/07,13:24:00,1,446.1,446.1,571.0,793.0,453.0,,98.48,2407584.0,12.0,1752.0,719.0,767.0,721.0,0,50.06,370.0,374.0,375.0,0,83.0,6.9,0.95,150.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756440.0,0,0
2023/02/07,13:25:00,1,444.4,444.4,571.0,789.0,452.0,,98.32,2407597.0,13.0,1765.0,713.0,761.0,713.0,0,50.05,370.0,372.0,375.0,0,83.0,7.6,0.95,149.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756500.0,0,0
2023/02/07,14:23:00,1,400.6,400.6,577.0,707.0,407.0,,98.43,2408000.0,0.0,2168.0,666.0,706.0,655.0,0,50.04,363.0,367.0,368.0,0,80.0,6.4,0.94,149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675759980.0,0,0
2023/02/07,14:24:00,1,401.5,401.5,564.0,721.0,408.0,,98.41,2408013.0,13.0,2181.0,670.0,709.0,665.0,0,50.04,363.0,366.0,369.0,0,80.0,6.5,0.94,150.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760040.0,0,0
2023/02/07,14:27:00,1,402.3,402.3,564.0,723.0,409.0,,98.36,2408038.0,12.0,2206.0,671.0,705.0,667.0,0,50.02,364.0,367.0,369.0,0,81.0,6.7,0.94,150.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760220.0,0,0
2023/02/07,14:28:00,1,395.9,395.9,564.0,712.0,402.0,,98.48,2408038.0,0.0,2206.0,667.0,706.0,647.0,0,49.97,364.0,366.0,368.0,0,80.0,6.1,0.94,148.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760280.0,0,0
2023/02/07,14:29:00,1,395.2,395.2,564.0,712.0,402.0,,98.31,2408051.0,13.0,2219.0,666.0,697.0,654.0,0,49.99,363.0,366.0,369.0,0,80.0,6.8,0.94,148.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760340.0,0,0
2023/02/07,14:33:00,1,393.0,393.0,559.0,715.0,399.0,,98.5,2408076.0,13.0,2244.0,660.0,693.0,652.0,0,50.05,363.0,366.0,368.0,0,80.0,6.0,0.93,150.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760580.0,0,0
2023/02/07,14:34:00,1,396.1,396.1,559.0,720.0,402.0,,98.53,2408076.0,0.0,2244.0,666.0,701.0,656.0,0,50.05,362.0,366.0,368.0,0,80.0,5.9,0.94,150.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760640.0,0,0
2023/02/07,14:35:00,1,394.2,394.2,568.0,705.0,400.0,,98.55,2408089.0,13.0,2257.0,657.0,699.0,650.0,0,50.06,362.0,365.0,367.0,0,80.0,5.8,0.93,151.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760700.0,0,0
2023/02/07,14:36:00,1,394.1,394.1,558.0,720.0,400.0,,98.53,2408089.0,0.0,2257.0,667.0,699.0,652.0,0,50.04,363.0,366.0,368.0,0,80.0,5.9,0.93,149.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760760.0,0,0
2023/02/07,14:37:00,1,397.8,397.8,572.0,706.0,404.0,,98.47,2408101.0,12.0,2269.0,667.0,694.0,658.0,0,50.01,362.0,365.0,367.0,0,81.0,6.2,0.94,150.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760820.0,0,0
