Date,Time,irradience,ambient_temp,ghi,irradiance_tdf,temperature,node_id,POA Instantaneous Energy,Daily POA Energy
2023/02/07,11:50:00,689.13,,,629.63,45.08,1,57.4275,57.4275
2023/02/07,13:10:00,701.31,,,637.92,46.02,1,58.4425,115.87
2023/02/07,13:15:00,689.71,,,629.0,45.47,1,57.47583333333333,173.34583333333333
2023/02/07,13:20:00,693.19,,,632.17,45.47,1,57.76583333333334,231.11166666666668
2023/02/07,13:25:00,697.83,,,638.45,44.79,1,58.1525,289.2641666666667
2023/02/07,14:35:00,682.75,,,642.62,38.67,1,56.895833333333336,346.16
