Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9
2023/02/07,13:15:00,3,34.99,34.99,642.24,55.4,35.58,35.76,98.33,291878.05,2.45,135.94,42.2,42.0,42.2,0,49.97,475.2,478.7,479.3,0,57.1,0.59,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,642.0,642.0,650.5,650.5,645.1,645.1,644.1,644.1,,,,,,,,,,,,,7.0,7.0,6.8,7.0,6.7,7.0,6.8,7.1,,,,,,,,,,,,,14.0,13.8,13.7,13.9,,,,,,,8.99,8.97,8.84,8.95,,,,,,,642.0,650.5,645.1,644.1,,,,,,
2023/02/07,13:20:00,3,35.38,35.38,638.9,56.3,35.97,36.09,98.34,291881.2,3.15,139.09,42.8,42.7,42.9,0,50.08,473.7,478.1,478.2,0,56.9,0.59,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,642.1,642.1,638.4,638.4,639.1,639.1,644.5,644.5,,,,,,,,,,,,,7.1,7.0,7.0,7.2,6.8,7.2,6.8,7.2,,,,,,,,,,,,,14.1,14.2,14.0,14.0,,,,,,,9.06,9.09,8.94,9.01,,,,,,,642.1,638.4,639.1,644.5,,,,,,
2023/02/07,13:25:00,3,35.15,35.15,631.45,56.6,35.74,35.94,98.34,291883.68,2.48,141.57,43.1,43.0,43.0,0,50.05,467.9,471.1,472.1,0,56.9,0.59,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,630.1,630.1,632.3,632.3,633.5,633.5,644.1,644.1,,,,,,,,,,,,,7.2,7.1,7.1,7.2,6.9,7.2,6.8,7.1,,,,,,,,,,,,,14.3,14.3,14.1,13.9,,,,,,,9.04,9.06,8.93,8.98,,,,,,,630.1,632.3,633.5,644.1,,,,,,
2023/02/07,14:35:00,03,28.62,28.62,637.72,45.6,29.08,29.29,98.41,291918.06,2.08,175.95,34.2,34.1,34.1,0,50.06,481.9,484.8,485.6,0,56.9,0.46,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,642.1,642.1,638.3,638.3,645.1,645.1,644.1,644.1,,,,,,,,,,,,,5.7,5.7,5.7,5.9,5.5,5.8,5.5,5.8,,,,,,,,,,,,,11.4,11.6,11.3,11.3,,,,,,,7.3,7.37,7.25,7.31,,,,,,,642.1,638.3,645.1,644.1,,,,,,
