Date,Time,irradience,ambient_temp,ghi,irradiance_tdf,temperature,node_id,POA Instantaneous Energy,Daily POA Energy
2023/02/07,13:10:00,813.0,,,714,53.2,1,67.75,67.75
2023/02/07,13:15:00,818.0,,,726,51.1,1,68.16666666666667,135.91666666666669
2023/02/07,13:20:00,841.0,,,746,51.3,1,70.08333333333333,206.0
2023/02/07,13:25:00,858.0,,,758,52.0,1,71.5,277.5
2023/02/07,14:35:00,700.0,,,618,52.3,1,58.333333333333336,335.8333333333333
