Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9,ac_power_set,pf_set,power_limit_flag
2023/02/07,13:10:00,4,49.06,49.04,694.3,86.0,50.89,,96.4,198899.0,0.9,200.6,65.3,65.4,65.6,0,49.92,249.6,247.1,248.5,0,64.0,1.83,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,584.9,601.4,591.8,589.3,,,,,,,,,,,,,,,,,21.8,21.3,21.3,21.6,,,,,,,,,,,,,,,,,21.8,21.3,21.3,21.6,,,,,,,12.75,12.81,12.61,12.73,,,,,,,584.9,601.4,591.8,589.3,,,,,,,61.83,1.0,0
2023/02/07,13:11:00,4,48.3,48.29,694.3,85.2,50.04,,96.52,198899.0,0.8,201.4,63.9,64.6,64.4,0,49.91,250.0,247.8,248.8,0,63.9,1.74,1.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,581.5,596.4,587.8,583.8,,,,,,,,,,,,,,,,,21.5,21.2,21.1,21.4,,,,,,,,,,,,,,,,,21.5,21.2,21.1,21.4,,,,,,,12.5,12.64,12.4,12.49,,,,,,,581.5,596.4,587.8,583.8,,,,,,,63.04,1.0,0
2023/02/07,13:12:00,4,47.42,47.4,693.7,83.4,49.12,,96.54,198900.0,0.8,202.2,63.1,63.5,63.5,0,49.91,249.8,247.6,248.8,0,63.4,1.7,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,584.4,600.7,583.6,587.2,,,,,,,,,,,,,,,,,21.0,20.7,20.8,20.9,,,,,,,,,,,,,,,,,21.0,20.7,20.8,20.9,,,,,,,12.27,12.43,12.14,12.27,,,,,,,584.4,600.7,583.6,587.2,,,,,,,58.96,1.0,0
2023/02/07,13:13:00,4,47.46,47.45,694.3,83.9,49.14,,96.58,198901.0,0.8,203.0,63.1,63.3,63.5,0,49.97,249.4,247.1,247.8,0,63.5,1.68,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,592.1,586.3,584.2,580.4,,,,,,,,,,,,,,,,,20.8,21.1,20.8,21.2,,,,,,,,,,,,,,,,,20.8,21.1,20.8,21.2,,,,,,,12.32,12.37,12.15,12.3,,,,,,,592.1,586.3,584.2,580.4,,,,,,,60.03,1.0,0
2023/02/07,13:14:00,4,47.51,47.5,693.1,83.2,49.16,,96.64,198902.0,0.7,203.7,63.2,63.6,64.2,0,49.98,249.9,247.3,248.2,0,63.6,1.65,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,588.7,596.6,595.0,583.4,,,,,,,,,,,,,,,,,20.9,20.9,20.4,21.0,,,,,,,,,,,,,,,,,20.9,20.9,20.4,21.0,,,,,,,12.3,12.47,12.14,12.25,,,,,,,588.7,596.6,595.0,583.4,,,,,,,62.0,1.0,0
2023/02/07,13:15:00,4,48.0,47.98,693.4,84.0,49.75,,96.48,198903.0,0.9,204.6,63.9,64.4,64.4,0,49.93,249.5,247.4,248.2,0,64.0,1.75,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,592.9,595.0,592.2,589.0,,,,,,,,,,,,,,,,,21.0,21.1,20.8,21.1,,,,,,,,,,,,,,,,,21.0,21.1,20.8,21.1,,,,,,,12.45,12.55,12.32,12.43,,,,,,,592.9,595.0,592.2,589.0,,,,,,,59.47,1.0,0
2023/02/07,13:16:00,4,48.37,48.35,691.4,84.5,50.12,,96.51,198903.0,0.8,205.4,64.5,64.8,64.9,0,49.99,248.4,246.2,246.8,0,63.9,1.75,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,588.8,597.5,595.0,591.4,,,,,,,,,,,,,,,,,21.3,21.2,20.8,21.2,,,,,,,,,,,,,,,,,21.3,21.2,20.8,21.2,,,,,,,12.54,12.67,12.38,12.54,,,,,,,588.8,597.5,595.0,591.4,,,,,,,60.52,1.0,0
2023/02/07,13:17:00,4,48.45,48.43,693.7,84.4,50.18,,96.55,198904.0,0.8,206.2,64.8,64.8,64.9,0,50.03,249.5,246.9,248.1,0,64.2,1.73,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,592.3,592.9,598.4,594.8,,,,,,,,,,,,,,,,,21.2,21.3,20.8,21.1,,,,,,,,,,,,,,,,,21.2,21.3,20.8,21.1,,,,,,,12.56,12.63,12.45,12.55,,,,,,,592.3,592.9,598.4,594.8,,,,,,,63.45,1.0,0
2023/02/07,13:18:00,4,48.62,48.61,690.2,84.5,50.23,,96.79,198905.0,0.8,207.0,65.0,65.3,65.4,0,50.08,248.3,246.2,246.9,0,64.4,1.61,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,592.2,600.7,598.1,587.0,,,,,,,,,,,,,,,,,21.2,21.1,20.8,21.4,,,,,,,,,,,,,,,,,21.2,21.1,20.8,21.4,,,,,,,12.55,12.67,12.44,12.56,,,,,,,592.2,600.7,598.1,587.0,,,,,,,61.3,1.0,0
2023/02/07,13:19:00,4,48.85,48.83,691.9,85.4,50.67,,96.41,198906.0,0.7,207.7,65.3,65.4,65.4,0,50.06,248.7,246.3,246.8,0,64.4,1.82,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,588.7,597.1,595.7,592.1,,,,,,,,,,,,,,,,,21.5,21.4,21.1,21.4,,,,,,,,,,,,,,,,,21.5,21.4,21.1,21.4,,,,,,,12.66,12.78,12.57,12.67,,,,,,,588.7,597.1,595.7,592.1,,,,,,,63.0,1.0,0
