Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9,ac_power_set,bst1_igbt_temp,bst2_igbt_temp,inv_status,pf_set,power_limit_flag,u_igbt_temp,v_igbt_temp,w_igbt_temp
2023/02/07,13:15:00,9,18.1,18.12,705.1,31.4,18.6,18.24,97.31,117640.0,1.5,67.6,24.3,24.1,24.1,0,50.0,253.7,253.7,251.8,0,58.2,0.5,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,588.6,588.6,588.6,588.6,573.6,573.6,573.6,573.6,,,,,,,,,,,,,5.1,5.0,0.0,5.3,0.0,5.3,5.4,5.3,,,,,,,,,,,,,15.9,16.2,,,,,,,,,9.3,9.3,,,,,,,,,588.6,573.6,,,,,,,,,0.0,74.4,77.2,67.0,1.0,1,78.4,85.7,79.6
2023/02/07,13:20:00,9,18.3,18.32,697.1,31.9,18.6,18.31,98.39,117641.5,1.5,69.1,24.7,24.4,24.5,0,50.09,251.4,251.1,249.0,0,58.1,0.3,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,584.6,584.6,584.6,584.6,563.9,563.9,563.9,563.9,,,,,,,,,,,,,5.2,5.0,0.0,5.3,0.0,5.4,5.5,5.5,,,,,,,,,,,,,16.1,16.6,,,,,,,,,9.3,9.3,,,,,,,,,584.6,563.9,,,,,,,,,0.0,74.9,77.2,67.0,1.0,1,78.7,86.0,79.7
2023/02/07,13:25:00,9,18.0,18.02,704.1,31.3,18.4,18.2,97.83,117643.4,1.9,71.0,24.2,24.1,24.0,0,50.03,251.2,250.8,249.4,0,57.7,0.4,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,589.1,589.1,589.1,589.1,574.0,574.0,574.0,574.0,,,,,,,,,,,,,5.1,5.0,0.0,5.3,0.0,5.3,5.3,5.3,,,,,,,,,,,,,15.7,16.0,,,,,,,,,9.2,9.2,,,,,,,,,589.1,574.0,,,,,,,,,0.0,74.3,77.1,67.0,1.0,1,78.7,85.8,79.8
2023/02/07,14:15:00,9,16.6,16.62,697.1,28.4,17.0,16.63,97.65,117657.0,1.4,84.6,22.3,22.3,22.4,0,50.0,250.3,249.9,248.4,0,56.5,0.4,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,595.4,595.4,595.4,595.4,576.5,576.5,576.5,576.5,,,,,,,,,,,,,4.6,4.4,0.0,4.7,0.0,4.8,5.0,4.9,,,,,,,,,,,,,14.2,14.8,,,,,,,,,8.5,8.5,,,,,,,,,595.4,576.5,,,,,,,,,0.0,72.2,74.9,67.0,1.0,1,76.0,82.7,77.1
2023/02/07,14:30:00,9,15.7,15.72,691.3,26.7,16.0,15.64,98.12,117661.2,1.0,88.8,21.4,21.1,21.2,0,49.98,248.3,247.6,246.3,0,56.3,0.3,1.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,594.2,594.2,594.2,594.2,577.9,577.9,577.9,577.9,,,,,,,,,,,,,4.4,4.2,0.0,4.5,0.0,4.4,4.6,4.6,,,,,,,,,,,,,13.5,13.9,,,,,,,,,8.0,8.0,,,,,,,,,594.2,577.9,,,,,,,,,0.0,70.7,73.0,67.0,1.0,1,74.3,80.8,75.2
2023/02/07,14:35:00,9,15.2,15.22,691.8,25.8,15.6,15.29,97.44,117662.8,1.6,90.4,20.6,20.5,20.4,0,50.06,248.5,248.1,246.6,0,55.9,0.4,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,600.2,600.2,600.2,600.2,585.3,585.3,585.3,585.3,,,,,,,,,,,,,4.2,4.1,0.0,4.3,0.0,4.4,4.4,4.4,,,,,,,,,,,,,13.0,13.3,,,,,,,,,7.8,7.8,,,,,,,,,600.2,585.3,,,,,,,,,0.0,69.9,71.8,67.0,1.0,1,73.3,79.4,74.2
