Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9
2023/02/07,13:10:00,22,25.53,25.52,767.2,40.5,26.04,26.04,98.04,353748.0,2.4,121.6,31.0,31.3,30.9,0,49.92,273.9,270.8,276.0,0,73.8,0.51,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,645.8,638.2,645.3,642.2,,,,,,,,,,,,,,,,,11.4,11.5,11.7,5.9,,,,,,,,,,,,,,,,,11.4,11.5,11.7,5.9,,,,,,,7.36,7.34,7.55,3.79,,,,,,,645.8,638.2,645.3,642.2,,,,,,
2023/02/07,13:15:00,22,25.34,25.33,764.0,40.5,26.03,26.03,97.35,353750.0,2.0,123.6,31.0,31.3,30.9,0,49.98,272.7,269.9,274.8,0,72.6,0.69,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,642.3,636.9,649.4,641.7,,,,,,,,,,,,,,,,,11.5,11.5,11.6,5.9,,,,,,,,,,,,,,,,,11.5,11.5,11.6,5.9,,,,,,,7.39,7.32,7.53,3.79,,,,,,,642.3,636.9,649.4,641.7,,,,,,
2023/02/07,13:20:00,22,25.43,25.42,777.5,40.1,25.84,25.84,98.41,353753.0,2.3,125.9,30.3,30.6,30.2,0,50.08,278.5,275.3,280.2,0,73.2,0.41,1.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,642.6,642.3,647.0,646.9,,,,,,,,,,,,,,,,,11.4,11.3,11.6,5.8,,,,,,,,,,,,,,,,,11.4,11.3,11.6,5.8,,,,,,,7.33,7.26,7.51,3.75,,,,,,,642.6,642.3,647.0,646.9,,,,,,
2023/02/07,13:25:00,22,26.12,26.11,782.5,41.6,26.73,26.74,97.72,353755.0,1.9,127.8,31.0,31.3,31.0,0,50.03,279.8,276.6,281.5,0,74.3,0.61,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,646.6,638.7,645.3,637.8,,,,,,,,,,,,,,,,,11.6,11.8,12.0,6.2,,,,,,,,,,,,,,,,,11.6,11.8,12.0,6.2,,,,,,,7.5,7.54,7.74,3.95,,,,,,,646.6,638.7,645.3,637.8,,,,,,
2023/02/07,14:35:00,22,19.79,19.78,776.9,30.4,20.13,20.13,98.31,353780.0,1.7,153.6,23.7,23.9,23.6,0,50.02,277.1,275.1,279.8,0,65.1,0.34,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,667.3,659.0,663.7,656.5,,,,,,,,,,,,,,,,,8.5,8.6,8.8,4.5,,,,,,,,,,,,,,,,,8.5,8.6,8.8,4.5,,,,,,,5.67,5.67,5.84,2.95,,,,,,,667.3,659.0,663.7,656.5,,,,,,
