Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9
2023/02/07,13:15:00,39,34.99,34.99,640.11,55.6,35.59,35.82,98.32,355443.55,2.7,135.96,41.9,42.0,41.8,0,49.97,485.6,483.0,486.6,0,59.1,0.6,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,639.0,639.0,639.1,639.1,651.1,651.1,647.5,647.5,,,,,,,,,,,,,6.9,6.8,7.1,7.0,6.7,7.0,6.9,7.2,,,,,,,,,,,,,13.7,14.1,13.7,14.1,,,,,,,8.77,9.0,8.94,9.13,,,,,,,639.0,639.1,651.1,647.5,,,,,,
2023/02/07,13:20:00,39,36.05,36.05,635.36,57.7,36.66,36.99,98.31,355446.73,3.18,139.14,43.1,43.2,43.2,0,50.09,483.9,483.1,486.7,0,59.0,0.61,1.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,639.0,639.0,633.2,633.2,645.1,645.1,647.4,647.4,,,,,,,,,,,,,7.1,7.1,7.4,7.3,6.9,7.3,7.2,7.4,,,,,,,,,,,,,14.2,14.7,14.2,14.6,,,,,,,9.08,9.3,9.17,9.42,,,,,,,639.0,633.2,645.1,647.4,,,,,,
2023/02/07,13:25:00,39,36.19,36.19,631.39,58.3,36.81,37.11,98.31,355449.24,2.51,141.65,44.1,44.2,43.9,0,50.05,478.7,476.3,479.8,0,59.2,0.62,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,626.9,626.9,633.1,633.1,645.1,645.1,641.4,641.4,,,,,,,,,,,,,7.3,7.2,7.4,7.3,7.0,7.3,7.3,7.5,,,,,,,,,,,,,14.5,14.7,14.3,14.8,,,,,,,9.13,9.34,9.21,9.47,,,,,,,626.9,633.1,645.1,641.4,,,,,,
2023/02/07,14:35:00,39,29.05,29.05,637.8,46.3,29.53,29.75,98.38,355485.39,2.64,177.8,34.4,34.5,34.4,0,50.05,490.8,488.2,491.4,0,59.4,0.48,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,639.0,639.0,645.2,645.2,645.1,645.1,641.3,641.3,,,,,,,,,,,,,5.7,5.7,5.8,5.7,5.7,5.9,5.8,6.0,,,,,,,,,,,,,11.4,11.5,11.6,11.8,,,,,,,7.28,7.47,7.47,7.57,,,,,,,639.0,645.2,645.1,641.3,,,,,,
