Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9,ac_power_set,pf_set,power_limit_flag,plant_availability,grid_availability
2023/02/07,13:10:00,4,33.4,0.0,572.75,59.52,34.09,34.92,98.5,235185.0,2.8,126.3,45.6,45.7,45.5,0,49.9,243.2,244.8,244.0,0,38.9,0.69,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,592.6,592.6,592.6,587.7,587.7,587.7,583.4,583.4,583.4,581.4,581.4,581.4,,,,,,,,,5.29,5.32,5.46,5.39,5.52,5.46,4.7,5.53,5.55,5.66,5.64,0.0,,,,,,,,,15.7,16.0,15.4,11.0,,,,,,,9.3,9.4,8.98,6.4,,,,,,,592.6,587.7,583.4,581.4,,,,,,,50.0,1.0,0,100.0,100.0
2023/02/07,13:15:00,4,31.62,0.0,577.07,55.92,32.27,32.99,98.5,235188.0,2.8,129.1,43.1,43.4,43.3,0,49.9,242.4,243.2,244.0,0,38.6,0.65,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,587.9,587.9,587.9,589.9,589.9,589.9,590.4,590.4,590.4,591.7,591.7,591.7,,,,,,,,,4.8,3.65,5.27,5.27,5.36,5.34,4.5,5.34,5.36,5.5,5.53,0.0,,,,,,,,,13.7,15.6,14.8,10.6,,,,,,,8.05,9.2,8.74,6.27,,,,,,,587.9,589.9,590.4,591.7,,,,,,,50.0,1.0,0,100.0,100.0
2023/02/07,13:20:00,4,31.96,0.0,578.7,56.35,32.61,33.54,98.5,235191.0,2.7,131.8,43.7,43.8,43.9,0,50.0,242.4,244.0,244.0,0,38.9,0.65,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,597.8,597.8,597.8,599.6,599.6,599.6,592.0,592.0,592.0,589.4,589.4,589.4,,,,,,,,,5.0,5.05,5.18,5.07,5.21,5.14,4.36,5.27,5.27,5.39,5.41,0.0,,,,,,,,,14.9,15.0,14.4,10.5,,,,,,,8.91,8.99,8.52,6.19,,,,,,,597.8,599.6,592.0,589.4,,,,,,,50.0,1.0,0,100.0,100.0
2023/02/07,13:25:00,4,31.16,0.0,579.66,54.86,31.8,32.43,98.5,235194.0,2.6,134.4,42.4,42.6,42.5,0,50.0,243.2,244.8,244.0,0,39.0,0.64,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,598.6,598.6,598.6,594.0,594.0,594.0,581.1,581.1,581.1,590.7,590.7,590.7,,,,,,,,,4.77,4.88,4.96,4.96,5.09,5.05,4.45,5.16,5.14,5.2,5.2,0.0,,,,,,,,,14.4,14.8,14.4,10.2,,,,,,,8.62,8.79,8.37,6.03,,,,,,,598.6,594.0,581.1,590.7,,,,,,,50.0,1.0,0,100.0,100.0
2023/02/07,14:30:00,4,26.25,0.0,589.96,45.41,26.79,27.22,98.5,235226.0,2.2,166.7,36.5,36.5,36.5,0,49.9,239.2,240.8,240.8,0,39.6,0.54,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,609.0,609.0,609.0,603.1,603.1,603.1,590.6,590.6,590.6,593.3,593.3,593.3,,,,,,,,,3.9,4.0,4.07,4.07,4.16,4.16,3.33,4.16,4.18,4.68,4.7,0.0,,,,,,,,,11.8,12.2,11.5,9.2,,,,,,,7.19,7.36,6.79,5.46,,,,,,,609.0,603.1,590.6,593.3,,,,,,,50.0,1.0,0,100.0,100.0
2023/02/07,14:35:00,4,26.0,0.0,585.87,45.3,26.54,27.01,98.5,235228.0,2.2,168.9,36.1,36.2,35.9,0,50.0,240.0,240.8,240.8,0,39.3,0.54,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,598.9,598.9,598.9,605.9,605.9,605.9,586.4,586.4,586.4,593.5,593.5,593.5,,,,,,,,,3.86,3.84,4.04,3.95,4.07,4.02,3.79,4.16,4.15,4.72,4.7,0.0,,,,,,,,,11.7,11.9,11.8,9.1,,,,,,,7.01,7.21,6.92,5.4,,,,,,,598.9,605.9,586.4,593.5,,,,,,,50.0,1.0,0,100.0,100.0
