Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9,ac_power_set,pf_set,power_limit_flag
2023/02/07,13:10:00,2,0.0,0.0,843.0,0.0,0.0,0.0,0.0,180441.0,0.0,88.5,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,31.2,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,807.7,807.1,812.7,844.6,842.1,838.0,843.9,844.0,841.8,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,807.7,807.1,812.7,844.6,842.1,838.0,843.9,844.0,841.8,,0.0,1.0,1
2023/02/07,13:11:00,2,0.0,0.0,842.6,0.0,0.0,0.0,0.0,180441.0,0.0,88.5,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,31.3,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,806.3,805.9,811.7,843.5,841.4,837.3,842.8,843.3,841.2,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,806.3,805.9,811.7,843.5,841.4,837.3,842.8,843.3,841.2,,0.0,1.0,1
2023/02/07,13:12:00,2,0.0,0.0,842.0,0.0,0.0,0.0,0.0,180441.0,0.0,88.5,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,31.3,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,805.0,804.3,810.6,842.3,840.9,836.3,842.2,842.5,840.3,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,805.0,804.3,810.6,842.3,840.9,836.3,842.2,842.5,840.3,,0.0,1.0,1
2023/02/07,13:13:00,2,0.0,0.0,842.3,0.0,0.0,0.0,0.0,180441.0,0.0,88.5,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,31.3,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,805.5,805.0,811.1,842.8,841.2,836.4,842.6,842.8,840.8,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,805.5,805.0,811.1,842.8,841.2,836.4,842.6,842.8,840.8,,0.0,1.0,1
2023/02/07,13:14:00,2,0.0,0.0,842.6,0.1,0.0,0.08,0.0,180441.0,0.0,88.5,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,31.3,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,806.0,804.6,811.9,843.1,841.2,836.2,843.1,843.4,841.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,,806.0,804.6,811.9,843.1,841.2,836.2,843.1,843.4,841.0,,0.0,1.0,1
2023/02/07,13:15:00,2,0.0,0.0,841.0,0.1,0.0,0.08,0.0,180441.0,0.0,88.5,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,31.3,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,805.2,803.8,810.9,842.2,840.2,835.4,842.4,842.7,840.1,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,,805.2,803.8,810.9,842.2,840.2,835.4,842.4,842.7,840.1,,0.0,1.0,1
2023/02/07,13:16:00,2,0.0,0.0,841.3,0.0,0.0,0.0,0.0,180441.0,0.0,88.5,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,31.4,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,804.7,803.4,810.4,841.4,839.4,834.9,842.1,842.2,839.9,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,804.7,803.4,810.4,841.4,839.4,834.9,842.1,842.2,839.9,,0.0,1.0,1
2023/02/07,13:17:00,2,0.0,0.0,841.0,0.0,0.0,0.0,0.0,180441.0,0.0,88.5,0.0,0.0,0.0,1,49.26,240.3,239.2,239.2,0,31.4,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,804.9,803.5,810.7,841.8,840.0,835.5,843.0,842.9,839.9,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,804.9,803.5,810.7,841.8,840.0,835.5,843.0,842.9,839.9,,0.0,1.0,1
2023/02/07,13:18:00,2,0.0,0.0,841.0,0.1,0.0,0.08,0.0,180441.0,0.0,88.5,0.0,0.0,0.0,0,49.08,240.2,239.1,239.1,0,31.4,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,803.9,802.4,810.0,840.7,839.5,834.8,842.4,842.3,839.4,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,,803.9,802.4,810.0,840.7,839.5,834.8,842.4,842.3,839.4,,0.0,1.0,1
2023/02/07,13:19:00,2,0.0,0.0,839.4,0.0,0.0,0.0,0.0,180441.0,0.0,88.5,0.0,0.0,0.0,0,48.99,240.3,239.2,239.0,0,31.4,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,802.1,800.7,808.4,839.2,839.0,834.2,841.6,841.3,838.7,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,802.1,800.7,808.4,839.2,839.0,834.2,841.6,841.3,838.7,,88.0,1.0,0
