Date,Time,irradience,ambient_temp,ghi,irradiance_tdf,temperature,node_id,POA Instantaneous Energy,Daily POA Energy,wind_speed
2023/02/07,11:50:00,876.0,28.67,,715.16,67.7,1,73.0,73.0,0.27
2023/02/07,13:10:00,925.0,29.69,,753.57,68.1,1,77.08333333333333,150.08333333333331,2.72
2023/02/07,13:15:00,944.0,29.39,,776.36,66.3,1,78.66666666666667,228.75,3.17
2023/02/07,13:20:00,949.0,29.45,,776.39,67.3,1,79.08333333333333,307.8333333333333,1.83
2023/02/07,13:25:00,882.0,29.79,,714.37,69.2,1,73.5,381.3333333333333,1.3
2023/02/07,14:35:00,837.0,30.29,,677.2,69.4,1,69.75,451.0833333333333,2.3
