Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9,ac_power_set,pf_set,power_limit_flag
2023/02/07,13:10:00,5,49.62,49.61,691.1,86.2,51.52,,96.31,200721.0,1.0,204.8,66.2,66.2,66.0,0,49.94,248.0,248.9,248.1,0,65.9,1.9,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,578.5,583.2,611.4,618.4,,,,,,,,,,,,,,,,,21.7,21.7,21.6,21.2,,,,,,,,,,,,,,,,,21.7,21.7,21.6,21.2,,,,,,,12.55,12.66,13.21,13.11,,,,,,,578.5,583.2,611.4,618.4,,,,,,,61.83,1.0,0
2023/02/07,13:11:00,5,48.83,48.82,692.8,85.0,50.81,,96.1,200721.0,0.8,205.6,65.0,65.0,64.9,0,49.92,248.5,249.5,248.4,0,65.9,1.98,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,582.3,579.5,608.1,622.0,,,,,,,,,,,,,,,,,21.3,21.5,21.4,20.8,,,,,,,,,,,,,,,,,21.3,21.5,21.4,20.8,,,,,,,12.4,12.46,13.01,12.94,,,,,,,582.3,579.5,608.1,622.0,,,,,,,63.04,1.0,0
2023/02/07,13:12:00,5,48.06,48.04,693.7,82.9,50.02,,96.08,200722.0,0.8,206.4,64.2,64.1,64.0,0,49.91,248.2,249.4,248.3,0,65.5,1.96,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,592.7,591.0,612.0,617.8,,,,,,,,,,,,,,,,,20.5,20.8,20.9,20.7,,,,,,,,,,,,,,,,,20.5,20.8,20.9,20.7,,,,,,,12.15,12.29,12.79,12.79,,,,,,,592.7,591.0,612.0,617.8,,,,,,,58.96,1.0,0
2023/02/07,13:13:00,5,47.98,47.96,692.5,82.7,49.71,,96.52,200723.0,0.8,207.2,64.0,64.1,64.0,0,49.95,248.0,248.9,247.5,0,65.3,1.73,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,593.9,582.9,611.2,616.7,,,,,,,,,,,,,,,,,20.4,20.9,20.9,20.5,,,,,,,,,,,,,,,,,20.4,20.9,20.9,20.5,,,,,,,12.12,12.18,12.77,12.64,,,,,,,593.9,582.9,611.2,616.7,,,,,,,60.03,1.0,0
2023/02/07,13:14:00,5,48.11,48.09,693.4,83.5,49.98,,96.26,200724.0,0.7,207.9,64.2,64.1,64.0,0,49.96,248.3,249.2,247.7,0,65.3,1.87,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,582.3,587.7,609.2,614.9,,,,,,,,,,,,,,,,,20.9,20.9,20.9,20.8,,,,,,,,,,,,,,,,,20.9,20.9,20.9,20.8,,,,,,,12.17,12.28,12.73,12.79,,,,,,,582.3,587.7,609.2,614.9,,,,,,,62.0,1.0,0
2023/02/07,13:15:00,5,48.59,48.58,690.8,84.3,50.39,,96.43,200725.0,0.9,208.8,65.3,65.2,65.0,0,49.95,247.9,249.2,247.6,0,65.4,1.8,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,578.2,583.3,611.3,618.6,,,,,,,,,,,,,,,,,21.2,21.2,21.1,20.8,,,,,,,,,,,,,,,,,21.2,21.2,21.1,20.8,,,,,,,12.26,12.37,12.9,12.87,,,,,,,578.2,583.3,611.3,618.6,,,,,,,59.47,1.0,0
2023/02/07,13:16:00,5,48.96,48.95,689.9,84.4,50.88,,96.23,200725.0,0.8,209.6,65.7,65.7,65.6,0,49.99,246.3,247.7,246.6,0,65.7,1.92,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,586.7,592.0,613.5,619.4,,,,,,,,,,,,,,,,,21.1,21.1,21.2,21.0,,,,,,,,,,,,,,,,,21.1,21.1,21.2,21.0,,,,,,,12.38,12.49,13.01,13.01,,,,,,,586.7,592.0,613.5,619.4,,,,,,,60.52,1.0,0
2023/02/07,13:17:00,5,49.19,49.17,691.9,84.3,51.03,,96.39,200726.0,0.8,210.4,65.8,65.8,65.7,0,50.03,247.9,248.8,247.6,0,65.8,1.84,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,586.8,590.5,619.4,625.2,,,,,,,,,,,,,,,,,21.2,21.2,21.1,20.8,,,,,,,,,,,,,,,,,21.2,21.2,21.1,20.8,,,,,,,12.44,12.52,13.07,13.0,,,,,,,586.8,590.5,619.4,625.2,,,,,,,63.45,1.0,0
2023/02/07,13:18:00,5,49.29,49.27,690.8,84.8,51.17,,96.33,200727.0,0.8,211.2,66.1,66.1,66.0,0,50.04,246.8,248.1,246.5,0,65.9,1.88,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,579.1,590.8,619.2,625.4,,,,,,,,,,,,,,,,,21.5,21.3,21.1,20.9,,,,,,,,,,,,,,,,,21.5,21.3,21.1,20.9,,,,,,,12.45,12.58,13.07,13.07,,,,,,,579.1,590.8,619.2,625.4,,,,,,,61.3,1.0,0
2023/02/07,13:19:00,5,49.54,49.53,691.4,84.7,51.43,,96.33,200728.0,0.8,212.0,66.5,66.6,66.6,0,50.08,247.2,248.2,246.5,0,65.9,1.89,1.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,589.6,594.2,623.1,622.1,,,,,,,,,,,,,,,,,21.3,21.2,21.1,21.1,,,,,,,,,,,,,,,,,21.3,21.2,21.1,21.1,,,,,,,12.56,12.6,13.15,13.13,,,,,,,589.6,594.2,623.1,622.1,,,,,,,63.0,1.0,0
2023/02/07,13:20:00,5,49.38,49.37,691.1,85.1,51.32,,96.22,200729.0,0.9,212.9,66.0,66.1,66.0,0,50.04,247.9,248.6,247.3,0,65.5,1.94,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,584.6,590.5,612.6,624.9,,,,,,,,,,,,,,,,,21.4,21.3,21.4,21.0,,,,,,,,,,,,,,,,,21.4,21.3,21.4,21.0,,,,,,,12.51,12.58,13.11,13.12,,,,,,,584.6,590.5,612.6,624.9,,,,,,,65.6,1.0,0
2023/02/07,13:21:00,5,49.32,49.3,693.1,85.1,51.14,,96.44,200730.0,0.8,213.7,65.4,65.8,65.4,0,50.07,248.7,249.6,248.8,0,65.6,1.82,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,577.9,589.9,611.7,624.8,,,,,,,,,,,,,,,,,21.5,21.3,21.4,20.9,,,,,,,,,,,,,,,,,21.5,21.3,21.4,20.9,,,,,,,12.42,12.56,13.09,13.06,,,,,,,577.9,589.9,611.7,624.8,,,,,,,65.0,1.0,0
2023/02/07,13:22:00,5,49.03,49.01,692.2,84.3,50.9,,96.33,200730.0,0.8,214.5,65.8,65.7,65.4,0,50.06,247.2,248.5,246.8,0,65.6,1.87,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,590.0,586.9,616.7,621.8,,,,,,,,,,,,,,,,,21.0,21.3,21.2,20.8,,,,,,,,,,,,,,,,,21.0,21.3,21.2,20.8,,,,,,,12.39,12.5,13.07,12.93,,,,,,,590.0,586.9,616.7,621.8,,,,,,,58.92,1.0,0
2023/02/07,13:23:00,5,49.01,49.0,689.0,83.8,50.95,,96.19,200731.0,0.9,215.4,65.8,65.7,65.6,0,50.04,247.1,248.2,246.9,0,65.6,1.94,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,593.5,598.0,620.6,619.7,,,,,,,,,,,,,,,,,20.9,20.9,21.0,21.0,,,,,,,,,,,,,,,,,20.9,20.9,21.0,21.0,,,,,,,12.4,12.5,13.03,13.01,,,,,,,593.5,598.0,620.6,619.7,,,,,,,57.82,1.0,0
2023/02/07,13:24:00,5,49.04,49.03,690.5,84.7,50.93,,96.29,200732.0,0.7,216.1,65.8,65.7,65.6,0,50.09,247.4,248.5,247.2,0,65.7,1.89,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,578.1,597.4,611.9,618.3,,,,,,,,,,,,,,,,,21.5,20.9,21.3,21.0,,,,,,,,,,,,,,,,,21.5,20.9,21.3,21.0,,,,,,,12.43,12.49,13.03,12.98,,,,,,,578.1,597.4,611.9,618.3,,,,,,,58.94,1.0,0
2023/02/07,13:25:00,5,48.51,48.5,688.7,83.2,50.24,,96.56,200733.0,0.9,217.0,65.0,65.2,65.4,0,50.01,246.9,248.0,246.9,0,65.1,1.73,1.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,591.7,589.7,610.2,624.0,,,,,,,,,,,,,,,,,20.7,20.9,21.1,20.5,,,,,,,,,,,,,,,,,20.7,20.9,21.1,20.5,,,,,,,12.25,12.32,12.88,12.79,,,,,,,591.7,589.7,610.2,624.0,,,,,,,63.65,1.0,0
2023/02/07,14:24:00,5,43.68,43.66,685.5,73.8,45.31,,96.4,200779.0,0.7,262.9,58.8,59.4,58.7,0,50.06,246.2,246.6,245.3,0,62.2,1.63,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,593.9,599.7,628.2,634.4,,,,,,,,,,,,,,,,,18.6,18.5,18.5,18.2,,,,,,,,,,,,,,,,,18.6,18.5,18.5,18.2,,,,,,,11.05,11.09,11.62,11.55,,,,,,,593.9,599.7,628.2,634.4,,,,,,,53.74,1.0,0
2023/02/07,14:27:00,5,43.89,43.87,687.0,74.6,45.45,,96.57,200781.0,0.6,265.0,59.0,59.0,58.8,0,50.0,246.9,247.5,246.5,0,62.1,1.56,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,589.7,601.8,616.2,629.7,,,,,,,,,,,,,,,,,18.8,18.5,18.9,18.4,,,,,,,,,,,,,,,,,18.8,18.5,18.9,18.4,,,,,,,11.09,11.13,11.65,11.59,,,,,,,589.7,601.8,616.2,629.7,,,,,,,54.57,1.0,0
2023/02/07,14:28:00,5,43.52,43.5,687.0,74.0,45.05,,96.6,200782.0,0.8,265.8,58.7,58.7,58.4,0,49.97,246.4,247.2,245.9,0,62.2,1.53,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,588.7,594.5,623.2,629.2,,,,,,,,,,,,,,,,,18.7,18.6,18.5,18.2,,,,,,,,,,,,,,,,,18.7,18.6,18.5,18.2,,,,,,,11.01,11.06,11.53,11.45,,,,,,,588.7,594.5,623.2,629.2,,,,,,,57.13,1.0,0
2023/02/07,14:29:00,5,43.24,43.23,684.3,73.3,44.81,,96.5,200782.0,0.7,266.5,58.0,58.6,58.3,0,49.99,245.7,246.0,245.3,0,62.5,1.57,1.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,596.2,601.8,624.4,622.9,,,,,,,,,,,,,,,,,18.3,18.3,18.4,18.3,,,,,,,,,,,,,,,,,18.3,18.3,18.4,18.3,,,,,,,10.91,11.01,11.49,11.4,,,,,,,596.2,601.8,624.4,622.9,,,,,,,53.41,1.0,0
2023/02/07,14:30:00,5,43.11,43.1,682.6,72.8,44.61,,96.64,200783.0,0.6,267.1,58.2,58.4,58.2,0,49.98,245.4,245.8,245.1,0,62.4,1.5,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,592.7,598.6,627.1,633.3,,,,,,,,,,,,,,,,,18.3,18.3,18.2,18.0,,,,,,,,,,,,,,,,,18.3,18.3,18.2,18.0,,,,,,,10.85,10.95,11.41,11.4,,,,,,,592.7,598.6,627.1,633.3,,,,,,,55.41,1.0,0
