Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9,inv_status,timestamp,dc_power_smb/0,dc_power_smb/1
2023/02/07,13:10:00,2,520.0,520.0,593.0,892.0,528.0,,98.48,2617403.0,13.0,1929.0,812.0,849.0,802.0,0,49.97,368.0,365.0,370.0,0,83.0,8.0,1.0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755600.0,0,0
2023/02/07,13:11:00,2,515.9,515.9,593.0,885.0,524.0,,98.45,2617416.0,13.0,1942.0,798.0,843.0,794.0,0,49.94,369.0,365.0,370.0,0,83.0,8.1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755660.0,0,0
2023/02/07,13:12:00,2,514.2,514.2,593.0,881.0,523.0,,98.32,2617428.0,12.0,1954.0,800.0,846.0,790.0,0,49.94,367.0,364.0,369.0,0,83.0,8.8,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755720.0,0,0
2023/02/07,13:13:00,2,515.2,515.2,593.0,881.0,524.0,,98.32,2617428.0,0.0,1954.0,794.0,849.0,795.0,0,49.96,368.0,365.0,370.0,0,83.0,8.8,1.0,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755780.0,0,0
2023/02/07,13:14:00,2,521.5,521.5,593.0,893.0,530.0,,98.4,2617441.0,13.0,1967.0,807.0,851.0,791.0,0,49.98,368.0,365.0,370.0,0,84.0,8.5,1.0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755840.0,0,0
2023/02/07,13:15:00,2,529.0,529.0,593.0,907.0,537.0,,98.51,2617454.0,13.0,1980.0,821.0,863.0,815.0,0,49.97,367.0,363.0,369.0,0,84.0,8.0,1.0,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755900.0,0,0
2023/02/07,13:16:00,2,534.8,534.8,579.0,937.0,544.0,,98.31,2617454.0,0.0,1980.0,818.0,888.0,816.0,0,49.99,367.0,364.0,369.0,0,84.0,9.2,1.0,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675755960.0,0,0
2023/02/07,13:17:00,2,529.7,529.7,579.0,930.0,538.0,,98.46,2617466.0,12.0,1992.0,819.0,874.0,812.0,0,50.03,368.0,365.0,369.0,0,84.0,8.3,1.0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756020.0,0,0
2023/02/07,13:18:00,2,528.5,528.5,593.0,907.0,537.0,,98.42,2617479.0,13.0,2005.0,817.0,870.0,805.0,0,50.06,368.0,364.0,369.0,0,84.0,8.5,1.0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756080.0,0,0
2023/02/07,13:19:00,2,526.0,526.0,579.0,924.0,535.0,,98.32,2617479.0,0.0,2005.0,819.0,862.0,797.0,0,50.07,370.0,368.0,372.0,0,84.0,9.0,1.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756140.0,0,0
2023/02/07,13:20:00,2,529.0,529.0,593.0,907.0,538.0,,98.33,2617492.0,13.0,2018.0,810.0,857.0,805.0,0,50.08,371.0,367.0,372.0,0,84.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756200.0,0,0
2023/02/07,13:21:00,2,531.4,531.4,593.0,950.0,540.0,,98.41,2617504.0,12.0,2030.0,817.0,857.0,802.0,0,50.08,370.0,368.0,372.0,0,84.0,8.6,1.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756260.0,0,0
2023/02/07,13:22:00,2,529.8,529.8,593.0,922.0,538.0,,98.48,2617517.0,13.0,2043.0,818.0,865.0,807.0,0,50.07,370.0,368.0,373.0,0,84.0,8.2,1.0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756320.0,0,0
2023/02/07,13:23:00,2,529.2,529.2,593.0,908.0,538.0,,98.36,2617517.0,0.0,2043.0,811.0,865.0,802.0,0,50.07,371.0,367.0,372.0,0,84.0,8.8,1.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756380.0,0,0
2023/02/07,13:24:00,2,528.6,528.6,593.0,905.0,537.0,,98.44,2617530.0,13.0,2056.0,814.0,858.0,807.0,0,50.06,370.0,367.0,372.0,0,84.0,8.4,1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756440.0,0,0
2023/02/07,13:25:00,2,526.4,526.4,593.0,903.0,535.0,,98.39,2617542.0,12.0,2068.0,810.0,858.0,798.0,0,50.04,369.0,366.0,371.0,0,84.0,8.6,1.0,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675756500.0,0,0
2023/02/07,14:23:00,2,476.9,476.9,600.0,808.0,485.0,,98.33,2618034.0,13.0,2560.0,746.0,787.0,742.0,0,50.04,363.0,360.0,365.0,0,81.0,8.1,1.0,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675759980.0,0,0
2023/02/07,14:24:00,2,473.2,473.2,586.0,824.0,481.0,,98.38,2618034.0,0.0,2560.0,744.0,789.0,731.0,0,50.05,363.0,360.0,366.0,0,81.0,7.8,1.0,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760040.0,0,0
2023/02/07,14:27:00,2,475.5,475.5,586.0,824.0,483.0,,98.45,2618059.0,12.0,2585.0,744.0,794.0,729.0,0,50.01,363.0,360.0,365.0,0,80.0,7.5,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760220.0,0,0
2023/02/07,14:28:00,2,473.3,473.3,586.0,820.0,481.0,,98.4,2618072.0,13.0,2598.0,731.0,787.0,730.0,0,49.96,363.0,360.0,365.0,0,80.0,7.7,1.0,-2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760280.0,0,0
2023/02/07,14:29:00,2,469.7,469.7,586.0,813.0,477.0,,98.47,2618072.0,0.0,2598.0,736.0,774.0,736.0,0,49.98,362.0,359.0,365.0,0,80.0,7.3,1.0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760340.0,0,0
2023/02/07,14:33:00,2,465.4,465.4,598.0,787.0,473.0,,98.39,2618109.0,12.0,2635.0,732.0,773.0,721.0,0,50.05,361.0,359.0,364.0,0,80.0,7.6,1.0,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760580.0,0,0
2023/02/07,14:34:00,2,465.8,465.8,602.0,785.0,473.0,,98.48,2618109.0,0.0,2635.0,731.0,779.0,725.0,0,50.05,362.0,359.0,364.0,0,80.0,7.2,1.0,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760640.0,0,0
2023/02/07,14:35:00,2,465.6,465.6,605.0,781.0,473.0,,98.44,2618122.0,13.0,2648.0,730.0,777.0,725.0,0,50.06,362.0,359.0,364.0,0,80.0,7.4,1.0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675760700.0,0,0
