Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9,inv_status,timestamp,dc_power_smb/0,dc_power_smb/1
2023/02/07,13:10:00,4,83.36,83.36,596.0,145.0,86.42,0,96.46,994.0,2.0,41.0,142.0,131.0,141.0,0,49.95,205.0,198.0,211.0,0,41.0,3.06,1.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1675755600.0,,
2023/02/07,13:11:00,4,82.45,82.45,596.0,144.0,85.82,0,96.07,995.0,1.0,42.0,141.0,130.0,140.0,0,49.92,205.0,197.0,211.0,0,41.0,3.37,1.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1675755660.0,,
2023/02/07,13:12:00,4,82.28,82.28,593.0,144.0,85.39,0,96.36,996.0,1.0,43.0,140.0,130.0,139.0,0,49.91,205.0,198.0,210.0,0,41.0,3.11,1.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1675755720.0,,
2023/02/07,13:13:00,4,82.64,82.64,598.0,144.0,86.11,0,95.97,998.0,2.0,45.0,141.0,131.0,140.0,0,49.95,205.0,198.0,210.0,0,41.0,3.47,1.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1675755780.0,,
2023/02/07,13:14:00,4,83.39,83.39,592.0,147.0,87.02,0,95.83,999.0,1.0,46.0,142.0,132.0,142.0,0,49.95,205.0,197.0,211.0,0,41.0,3.63,1.0,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1675755840.0,,
2023/02/07,13:15:00,4,85.53,85.53,593.0,150.0,88.95,0,96.16,1001.0,2.0,48.0,146.0,135.0,145.0,0,49.95,205.0,197.0,211.0,0,41.0,3.42,1.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1675755900.0,,
2023/02/07,13:16:00,4,85.68,85.68,598.0,149.0,89.1,0,96.16,1002.0,1.0,49.0,146.0,135.0,145.0,0,49.98,205.0,197.0,211.0,0,41.0,3.42,1.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1675755960.0,,
2023/02/07,13:17:00,4,85.0,85.0,596.0,148.0,88.21,0,96.36,1003.0,1.0,50.0,145.0,134.0,144.0,0,50.01,205.0,197.0,211.0,0,42.0,3.21,1.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1675756020.0,,
2023/02/07,13:18:00,4,83.82,83.82,592.0,147.0,87.02,0,96.32,1005.0,2.0,52.0,144.0,132.0,143.0,0,50.03,204.0,195.0,211.0,0,42.0,3.2,1.0,-4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1675756080.0,,
2023/02/07,13:19:00,4,83.91,83.91,592.0,147.0,87.02,0,96.43,1006.0,1.0,53.0,142.0,131.0,141.0,0,50.05,206.0,197.0,213.0,0,42.0,3.11,1.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1675756140.0,,
